product_id,sku,product_name,category,brand,supplier_id,unit,unit_price,status
80,SKU00080,Parle Product 80,Frozen Food,Unilever,30.0,Pack,1384.87,Inactive
81,SKU00081,Dabur Product 81,Household,Unilever,97.0,Bottle,1398.94,Active
82,SKU00082,Unilever Product 82,Beverages,Unilever,58.0,Piece,1391.71,Inactive
83,SKU00083,Nestle Product 83,Personal Care,Britannia,98.0,Pack,841.55,Inactive
84,SKU00084,Nestle Product 84,Household,Britannia,37.0,Bottle,2464.79,Active
85,SKU00085,Unilever Product 85,Beverages,Parle,114.0,Pack,1697.44,Active
86,SKU00086,Amul Product 86,Personal Care,P&G,196.0,Litre,273.63,Active
87,SKU00087,Dabur Product 87,Frozen Food,P&G,85.0,Kg,2312.58,Active
88,SKU00088,ITC Product 88,Beverages,Amul,75.0,Pack,502.8,Inactive
89,SKU00089,Nestle Product 89,Household,Dabur,48.0,Pack,301.02,Active
90,SKU00090,Britannia Product 90,Beverages,Unilever,41.0,Pack,2106.67,Inactive
91,SKU00091,Parle Product 91,Snacks,Amul,81.0,Bottle,2044.9,Inactive
92,SKU00092,Unilever Product 92,Household,Britannia,87.0,Kg,1358.68,Active
93,SKU00093,Unilever Product 93,Snacks,Nestle,147.0,Litre,309.74,Inactive
94,SKU00094,Parle Product 94,Household,Amul,164.0,Piece,2012.68,Active
95,SKU00095,Parle Product 95,Household,Unilever,2.0,Bottle,1329.44,Active
96,SKU00096,Amul Product 96,Bakery,Amul,89.0,Litre,2167.0,Inactive
97,SKU00097,P&G Product 97,Bakery,Amul,173.0,Pack,619.83,Active
98,SKU00098,P&G Product 98,Household,Nestle,146.0,Piece,2261.67,Inactive
99,SKU00099,Parle Product 99,Dairy,ITC,159.0,Litre,980.53,Active
100,SKU00100,Unilever Product 100,Personal Care,Nestle,169.0,Pack,279.85,Active
101,SKU00100,Parle Product 101,Personal Care,Parle,141.0,Pack,1072.19,Active
102,SKU00102,Britannia Product 102,Bakery,Britannia,95.0,Pack,1508.97,Inactive
103,SKU00103,Britannia Product 103,Frozen Food,ITC,183.0,Pack,1376.26,Inactive
104,SKU00104,Amul Product 104,Dairy,P&G,13.0,Piece,965.49,Active
105,SKU00105,Amul Product 105,Beverages,Nestle,36.0,Litre,1389.95,Active
106,SKU00106,Parle Product 106,Bakery,ITC,84.0,Kg,1910.12,Inactive
107,SKU00107,ITC Product 107,Household,ITC,178.0,Litre,954.3,Active
108,SKU00108,Parle Product 108,Frozen Food,Nestle,66.0,Litre,2336.81,Inactive
109,SKU00109,Britannia Product 109,Personal Care,Dabur,30.0,Litre,2408.06,Active
110,SKU00110,Dabur Product 110,Dairy,P&G,169.0,Pack,1918.94,Active
111,SKU00111,Britannia Product 111,Snacks,Unilever,79.0,Litre,1168.64,Active
112,SKU00112,Amul Product 112,Household,Parle,166.0,Pack,861.86,Inactive
113,SKU00113,Dabur Product 113,Personal Care,Amul,173.0,Kg,2476.08,Active
114,SKU00114,Dabur Product 114,Personal Care,Amul,38.0,Bottle,431.45,Active
115,SKU00115,Parle Product 115,Frozen Food,ITC,168.0,Kg,2350.0,Active
116,SKU00116,Nestle Product 116,Beverages,Parle,137.0,Kg,1599.55,Inactive
117,SKU00117,Dabur Product 117,Cleaning,Amul,157.0,Bottle,1199.21,Inactive
118,SKU00118,Nestle Product 118,Bakery,Unilever,37.0,Kg,2051.59,Active
119,SKU00119,Dabur Product 119,Frozen Food,Parle,127.0,Bottle,2034.03,Active
120,SKU00120,ITC Product 120,Snacks,Unilever,160.0,Piece,2149.69,Inactive
121,SKU00121,Britannia Product 121,Beverages,Britannia,187.0,Litre,1743.76,Inactive
122,SKU00122,Nestle Product 122,Bakery,Parle,199.0,Kg,833.63,Inactive
123,SKU00123,Unilever Product 123,Household,P&G,185.0,Kg,1065.31,Inactive
124,SKU00124,Dabur Product 124,Bakery,Unilever,186.0,Piece,426.07,Active
125,SKU00125,Parle Product 125,Household,Unilever,53.0,Bottle,2105.76,Active
126,SKU00126,Parle Product 126,Household,Britannia,126.0,Piece,313.03,Active
127,SKU00127,Nestle Product 127,Beverages,Parle,143.0,Kg,1219.31,Inactive
128,SKU00128,Nestle Product 128,Bakery,P&G,191.0,Pack,1009.96,Inactive
129,SKU00129,Parle Product 129,Household,Nestle,165.0,Litre,1026.36,Inactive
130,SKU00130,Nestle Product 130,Household,Britannia,111.0,Pack,1287.44,Inactive
131,SKU00131,P&G Product 131,Snacks,Nestle,122.0,Piece,1978.73,Active
132,SKU00132,ITC Product 132,Cleaning,Amul,106.0,Bottle,1006.17,Active
133,SKU00133,Amul Product 133,Dairy,P&G,114.0,Bottle,538.45,Active
134,SKU00134,Dabur Product 134,Dairy,ITC,82.0,Bottle,1975.02,Inactive
135,SKU00135,Unilever Product 135,Household,Nestle,59.0,Piece,1321.12,Active
136,SKU00136,ITC Product 136,Household,Nestle,17.0,Litre,410.4,Active
137,SKU00137,ITC Product 137,Personal Care,Amul,99.0,Pack,818.37,Inactive
138,SKU00138,P&G Product 138,Cleaning,P&G,160.0,Pack,2357.06,Active
139,SKU00139,Unilever Product 139,Frozen Food,Nestle,49.0,Bottle,1937.67,Active
140,SKU00140,Amul Product 140,Cleaning,Unilever,89.0,Pack,2080.31,Active
141,SKU00141,Britannia Product 141,Cleaning,Nestle,4.0,Pack,1531.61,Active
142,SKU00142,Amul Product 142,Frozen Food,Nestle,175.0,Piece,518.07,Inactive
143,SKU00143,Unilever Product 143,Bakery,Amul,121.0,Litre,1935.9,Active
144,SKU00144,Dabur Product 144,Dairy,Amul,37.0,Pack,1996.4,Inactive
145,SKU00145,P&G Product 145,Frozen Food,P&G,142.0,Piece,304.88,Inactive
146,SKU00146,Parle Product 146,Frozen Food,Unilever,168.0,Bottle,1372.22,Inactive
147,SKU00147,P&G Product 147,Bakery,P&G,140.0,Litre,731.03,Active
148,SKU00148,ITC Product 148,Beverages,Nestle,197.0,Pack,1843.86,Inactive
149,SKU00149,Dabur Product 149,Bakery,Nestle,88.0,Pack,1035.7,Inactive
150,SKU00150,Unilever Product 150,Snacks,ITC,97.0,Kg,300.45,Inactive
151,SKU00151,,Snacks,Unilever,177.0,Pack,107.83,Inactive
152,SKU00152,Amul Product 152,Frozen Food,Amul,139.0,Bottle,2366.28,Inactive
153,SKU00153,Parle Product 153,Household,Nestle,100.0,Kg,1390.76,Inactive
154,SKU00154,Parle Product 154,Dairy,Nestle,81.0,Litre,237.05,Active
155,SKU00155,Parle Product 155,Dairy,Parle,147.0,Piece,302.55,Active
156,SKU00156,Parle Product 156,Bakery,Parle,15.0,Bottle,91.5,Active
157,SKU00157,Unilever Product 157,Cleaning,ITC,124.0,Bottle,558.63,Active
158,SKU00158,ITC Product 158,Frozen Food,ITC,17.0,Pack,1922.16,Active
159,SKU00159,Britannia Product 159,Cleaning,Unilever,88.0,Pack,1532.05,Inactive
160,SKU00160,Britannia Product 160,Cleaning,Nestle,11.0,Kg,135.48,Active
161,SKU00161,,Snacks,Britannia,139.0,Kg,27.83,Inactive
162,SKU00162,P&G Product 162,Cleaning,ITC,113.0,Litre,516.34,Inactive
163,SKU00163,Parle Product 163,Snacks,Britannia,73.0,Bottle,1416.45,Active
164,SKU00164,Amul Product 164,Dairy,Britannia,136.0,Piece,1743.58,Active
165,SKU00165,Amul Product 165,Beverages,Amul,57.0,Litre,1526.45,Active
166,SKU00166,ITC Product 166,Beverages,Nestle,153.0,Kg,2016.67,Active
167,SKU00167,Parle Product 167,Dairy,P&G,98.0,Kg,1231.15,Inactive
168,SKU00168,Parle Product 168,Bakery,Nestle,161.0,Pack,1012.95,Active
169,SKU00169,Nestle Product 169,Snacks,Nestle,51.0,Kg,2442.32,Inactive
170,SKU00170,P&G Product 170,Frozen Food,P&G,16.0,Kg,602.0,Active
171,SKU00171,Parle Product 171,Frozen Food,P&G,165.0,Litre,2456.09,Active
172,SKU00172,Britannia Product 172,Dairy,Nestle,189.0,Piece,1481.17,Active
173,SKU00173,Amul Product 173,Snacks,Parle,88.0,Piece,1781.11,Inactive
174,SKU00174,Unilever Product 174,Snacks,Unilever,83.0,Pack,282.04,Active
175,SKU00175,Amul Product 175,Frozen Food,Nestle,167.0,Bottle,957.78,Inactive
176,SKU00176,ITC Product 176,Frozen Food,Parle,11.0,Pack,198.03,Inactive
177,SKU00177,Dabur Product 177,Frozen Food,ITC,62.0,Kg,608.99,Inactive
178,SKU00178,P&G Product 178,Beverages,Dabur,148.0,Piece,1021.89,Active
179,SKU00179,Dabur Product 179,Bakery,P&G,71.0,Litre,1532.37,Active
180,SKU00180,ITC Product 180,Cleaning,Unilever,110.0,Pack,752.15,Inactive
181,SKU00181,Britannia Product 181,Snacks,Nestle,21.0,Bottle,2296.22,Inactive
182,SKU00182,Nestle Product 182,Bakery,Dabur,67.0,Litre,2179.88,Active
183,SKU00183,Britannia Product 183,Dairy,Unilever,185.0,Litre,254.71,Inactive
184,SKU00184,Amul Product 184,Dairy,ITC,195.0,Bottle,987.22,Active
185,SKU00185,Nestle Product 185,Snacks,Nestle,129.0,Bottle,128.11,Active
186,SKU00186,Unilever Product 186,Beverages,Unilever,153.0,Piece,1866.38,Active
187,SKU00187,P&G Product 187,Bakery,Britannia,29.0,Bottle,1730.04,Active
188,SKU00188,Nestle Product 188,Dairy,Amul,162.0,Pack,2073.56,Inactive
189,SKU00189,Unilever Product 189,Cleaning,Unilever,81.0,Pack,2213.77,Active
190,SKU00190,Britannia Product 190,Beverages,Parle,29.0,Pack,2478.52,Inactive
191,SKU00191,Unilever Product 191,Snacks,Parle,7.0,Kg,2426.83,Inactive
192,SKU00192,Unilever Product 192,Household,P&G,73.0,Bottle,2010.28,Inactive
193,SKU00193,Nestle Product 193,Household,Britannia,36.0,Litre,1182.94,Inactive
194,SKU00194,Amul Product 194,Bakery,Nestle,19.0,Kg,2319.34,Active
195,SKU00195,P&G Product 195,Cleaning,Nestle,35.0,Bottle,2260.02,Active
196,SKU00196,Unilever Product 196,Beverages,Dabur,164.0,Piece,1762.86,Inactive
197,SKU00197,ITC Product 197,Beverages,Unilever,58.0,Litre,1268.02,Active
198,SKU00198,P&G Product 198,Frozen Food,Dabur,185.0,Piece,2079.93,Active
199,SKU00199,Nestle Product 199,Household,Unilever,10.0,Kg,1455.44,Active
200,SKU00200,Britannia Product 200,Personal Care,Amul,189.0,Litre,1057.71,Active
201,SKU00201,   Amul Product 201,Personal Care,P&G,132.0,Pack,1350.26,Active
202,SKU00202,Parle Product 202   ,Household,Parle,174.0,Litre,1421.76,Active
203,SKU00203,Amul Product 203,Frozen Food,P&G,120.0,Litre,1314.5,Active
204,SKU00204,Parle Product 204,Beverages,ITC,133.0,Piece,1239.3,Active
205,SKU00205,Nestle Product 205,Snacks,ITC,122.0,Piece,780.27,Inactive
206,SKU00206,Unilever Product 206,Beverages,Britannia,181.0,Piece,1705.14,Inactive
207,SKU00207,Britannia Product 207,Snacks,P&G,110.0,Kg,617.13,Active
208,SKU00208,ITC Product 208,Cleaning,Dabur,4.0,Pack,829.2,Inactive
209,SKU00209,Nestle Product 209,Frozen Food,Dabur,182.0,Bottle,2198.01,Active
210,SKU00210,Parle Product 210,Personal Care,Dabur,181.0,Litre,1130.87,Inactive
211,SKU00211,P&G Product 211,Household,Parle,158.0,Kg,2041.0,Inactive
212,SKU00212,Unilever Product 212,Household,Britannia,19.0,Kg,872.47,Active
213,SKU00213,Parle Product 213,Frozen Food,Dabur,171.0,Bottle,755.09,Inactive
214,SKU00214,Unilever Product 214,Frozen Food,Nestle,66.0,Piece,2331.61,Inactive
215,SKU00215,Unilever Product 215,Dairy,Nestle,171.0,Piece,1905.64,Inactive
216,SKU00216,Amul Product 216,Household,Unilever,127.0,Piece,916.31,Inactive
217,SKU00217,Dabur Product 217,Bakery,Unilever,147.0,Pack,1385.26,Active
218,SKU00218,P&G Product 218,Personal Care,Unilever,45.0,Litre,134.89,Active
219,SKU00219,Britannia Product 219,Cleaning,Nestle,87.0,Kg,709.6,Active
220,SKU00220,ITC Product 220,Household,Parle,162.0,Piece,332.54,Inactive
221,SKU00221,Unilever Product 221,Snacks,Parle,26.0,Litre,1518.74,Active
222,SKU00222,Amul Product 222,Bakery,Parle,73.0,Piece,519.37,Inactive
223,SKU00223,Parle Product 223,Bakery,ITC,1.0,Bottle,2275.01,Inactive
224,SKU00224,Parle Product 224,Household,Britannia,67.0,Piece,440.06,Active
225,SKU00225,Parle Product 225,Dairy,Parle,130.0,Litre,223.17,Active
226,SKU00226,Amul Product 226,Bakery,Britannia,15.0,Bottle,1581.35,Inactive
227,SKU00227,P&G Product 227,Household,Parle,87.0,Bottle,842.21,Inactive
228,SKU00228,Dabur Product 228,Dairy,Britannia,152.0,Litre,127.25,Active
229,SKU00229,Amul Product 229,Frozen Food,Britannia,151.0,Bottle,1367.91,Inactive
230,SKU00230,Britannia Product 230,Bakery,Amul,75.0,Bottle,1337.1,Inactive
231,SKU00231,ITC Product 231,Cleaning,ITC,49.0,Piece,286.28,Active
232,SKU00232,Parle Product 232,Household,Amul,46.0,Bottle,374.82,Inactive
233,SKU00233,Nestle Product 233,Bakery,ITC,51.0,Piece,1196.46,Active
234,SKU00234,P&G Product 234,Dairy,Unilever,16.0,Bottle,2377.52,Active
235,SKU00235,Parle Product 235,Snacks,Nestle,113.0,Kg,2037.71,Inactive
236,SKU00236,Unilever Product 236,Personal Care,Amul,160.0,Kg,2489.58,Inactive
237,SKU00237,Parle Product 237,Bakery,Britannia,199.0,Pack,1083.2,Active
238,SKU00238,ITC Product 238,Household,Britannia,97.0,Pack,1645.83,Active
239,SKU00239,P&G Product 239,Dairy,Nestle,152.0,Pack,1034.67,Active
240,SKU00240,Parle Product 240,Dairy,Dabur,80.0,Piece,1577.56,Active
241,SKU00241,Britannia Product 241,Beverages,P&G,185.0,Piece,1016.0,Inactive
242,SKU00242,Parle Product 242,Bakery,P&G,55.0,Kg,1381.22,Active
243,SKU00243,Unilever Product 243,Household,ITC,114.0,Litre,1335.41,Inactive
244,SKU00244,Britannia Product 244,Frozen Food,Dabur,67.0,Bottle,367.42,Active
245,SKU00245,Dabur Product 245,Snacks,ITC,173.0,Pack,1084.02,Active
246,SKU00246,P&G Product 246,Household,Dabur,144.0,Piece,673.3,Inactive
247,SKU00247,Unilever Product 247,Dairy,Amul,57.0,Bottle,670.17,Active
248,SKU00248,P&G Product 248,Personal Care,P&G,71.0,Bottle,1466.22,Inactive
249,SKU00249,Unilever Product 249,Beverages,Nestle,107.0,Piece,2067.27,Inactive
250,SKU00250,Dabur Product 250,Household,Nestle,64.0,Pack,1608.82,Active
251,SKU00251,Britannia Product 251,Frozen Food,Parle,132.0,Piece,-125.0,Active
252,SKU00252,P&G Product 252,Beverages,Parle,184.0,Kg,1343.63,Inactive
253,SKU00253,Britannia Product 253,Cleaning,Amul,136.0,Kg,60.73,Inactive
254,SKU00254,ITC Product 254,Dairy,Parle,75.0,Bottle,1861.44,Active
255,SKU00255,Britannia Product 255,Household,Amul,82.0,Bottle,583.89,Active
256,SKU00256,ITC Product 256,Snacks,Britannia,24.0,Litre,772.66,Inactive
257,SKU00257,ITC Product 257,Household,Amul,145.0,Piece,261.99,Inactive
258,SKU00258,Parle Product 258,Bakery,P&G,156.0,Piece,358.3,Inactive
259,SKU00259,Parle Product 259,Cleaning,Unilever,115.0,Kg,1038.59,Inactive
260,SKU00260,ITC Product 260,Snacks,Dabur,66.0,Bottle,2461.88,Active
261,SKU00261,Unilever Product 261,Frozen Food,Parle,23.0,Kg,0.0,Inactive
262,SKU00262,Unilever Product 262,Household,Parle,45.0,Piece,2008.37,Active
263,SKU00263,ITC Product 263,Household,Britannia,14.0,Bottle,793.35,Active
264,SKU00264,ITC Product 264,Cleaning,Nestle,24.0,Pack,2167.35,Active
265,SKU00265,ITC Product 265,Snacks,Britannia,41.0,Piece,2472.16,Inactive
266,SKU00266,Nestle Product 266,Bakery,Britannia,177.0,Pack,1745.98,Inactive
267,SKU00267,Dabur Product 267,Bakery,Nestle,33.0,Kg,693.93,Active
268,SKU00268,ITC Product 268,Snacks,Unilever,120.0,Litre,138.6,Inactive
269,SKU00269,Parle Product 269,Bakery,Parle,142.0,Kg,2315.64,Inactive
270,SKU00270,Britannia Product 270,Bakery,Dabur,111.0,Piece,2058.11,Inactive
271,SKU00271,Amul Product 271,Personal Care,Britannia,108.0,Litre,999999.0,Inactive
272,SKU00272,Nestle Product 272,Beverages,Nestle,23.0,Kg,1659.12,Inactive
273,SKU00273,Unilever Product 273,Bakery,P&G,37.0,Bottle,598.7,Active
274,SKU00274,Britannia Product 274,Frozen Food,Amul,172.0,Piece,1360.4,Active
275,SKU00275,Unilever Product 275,Cleaning,P&G,83.0,Litre,737.02,Inactive
276,SKU00276,Dabur Product 276,Beverages,ITC,185.0,Piece,1997.31,Inactive
277,SKU00277,Amul Product 277,Bakery,Dabur,157.0,Bottle,341.21,Inactive
278,SKU00278,ITC Product 278,Beverages,P&G,13.0,Bottle,1429.22,Active
279,SKU00279,ITC Product 279,Personal Care,Nestle,26.0,Kg,1091.99,Inactive
280,SKU00280,ITC Product 280,Snacks,P&G,83.0,Bottle,1328.47,Active
281,SKU00281,P&G Product 281,Beverages,Britannia,57.0,Piece,841.06,Active
282,SKU00282,Britannia Product 282,Cleaning,Britannia,137.0,Piece,669.94,Active
283,SKU00283,Nestle Product 283,Household,Dabur,195.0,Litre,2154.17,Active
284,SKU00284,Dabur Product 284,Household,Nestle,161.0,Piece,1879.26,Active
285,SKU00285,ITC Product 285,Bakery,ITC,130.0,Piece,2105.03,Inactive
286,SKU00286,Dabur Product 286,Frozen Food,P&G,20.0,Kg,1398.75,Inactive
287,SKU00287,ITC Product 287,Frozen Food,Parle,42.0,Pack,2107.6,Inactive
288,SKU00288,Parle Product 288,Dairy,Amul,13.0,Litre,1280.89,Active
289,SKU00289,Dabur Product 289,Beverages,Amul,12.0,Kg,1155.92,Active
290,SKU00290,Nestle Product 290,Household,Dabur,23.0,Bottle,1117.16,Inactive
291,SKU00291,Amul Product 291,Frozen Food,Nestle,90.0,Litre,2325.11,Inactive
292,SKU00292,Dabur Product 292,Beverages,ITC,82.0,Bottle,1583.26,Inactive
293,SKU00293,P&G Product 293,Bakery,Dabur,80.0,Bottle,1593.52,Inactive
294,SKU00294,Parle Product 294,Dairy,Britannia,35.0,Kg,1056.1,Active
295,SKU00295,P&G Product 295,Cleaning,Amul,93.0,Kg,1125.62,Inactive
296,SKU00296,Britannia Product 296,Personal Care,Nestle,166.0,Kg,336.68,Active
297,SKU00297,Unilever Product 297,Bakery,Britannia,33.0,Bottle,1677.19,Active
298,SKU00298,Parle Product 298,Bakery,Unilever,141.0,Litre,59.97,Inactive
299,SKU00299,Nestle Product 299,Frozen Food,Unilever,63.0,Pack,1687.98,Inactive
300,SKU00300,Unilever Product 300,Personal Care,Parle,146.0,Pack,1732.01,Active
301,SKU00301,ITC Product 301,Personal Care,ITC,,Bottle,594.92,Inactive
302,SKU00302,Britannia Product 302,Frozen Food,ITC,9999.0,Piece,1788.06,Active
303,SKU00303,Britannia Product 303,Personal Care,Dabur,187.0,Bottle,1311.24,Active
304,SKU00304,Britannia Product 304,Cleaning,ITC,9.0,Pack,1963.27,Active
305,SKU00305,Nestle Product 305,Frozen Food,P&G,94.0,Bottle,152.69,Active
306,SKU00306,Dabur Product 306,Beverages,Amul,182.0,Litre,1027.96,Active
307,SKU00307,Unilever Product 307,Bakery,Unilever,102.0,Kg,18.08,Active
308,SKU00308,ITC Product 308,Personal Care,P&G,196.0,Pack,234.51,Active
309,SKU00309,Parle Product 309,Frozen Food,Britannia,155.0,Pack,1958.93,Inactive
310,SKU00310,Amul Product 310,Beverages,Amul,133.0,Litre,1416.11,Inactive
311,SKU00311,Amul Product 311,Frozen Food,Amul,13.0,Kg,1196.14,Active
312,SKU00312,Parle Product 312,Personal Care,Amul,59.0,Bottle,2359.03,Inactive
313,SKU00313,ITC Product 313,Frozen Food,Unilever,179.0,Pack,308.55,Active
314,SKU00314,Parle Product 314,Personal Care,Britannia,14.0,Piece,1190.77,Active
315,SKU00315,Dabur Product 315,Snacks,Dabur,76.0,Bottle,1546.89,Active
316,SKU00316,P&G Product 316,Personal Care,Parle,130.0,Pack,125.0,Active
317,SKU00317,Parle Product 317,Dairy,P&G,199.0,Piece,632.15,Inactive
318,SKU00318,P&G Product 318,Household,Amul,9.0,Pack,1727.13,Inactive
319,SKU00319,ITC Product 319,Beverages,Amul,87.0,Pack,2338.15,Active
320,SKU00320,Dabur Product 320,Snacks,Britannia,122.0,Piece,1538.94,Active
321,SKU00321,P&G Product 321,Dairy,Amul,162.0,Piece,1364.56,Active
322,SKU00322,Britannia Product 322,Cleaning,Britannia,14.0,Bottle,2329.73,Active
323,SKU00323,ITC Product 323,Snacks,Amul,199.0,Litre,380.75,Inactive
324,SKU00324,Nestle Product 324,Dairy,ITC,151.0,Kg,710.22,Inactive
